Reference	Average.coverage
_MAX_I_LTR_Pao	162.8227192
_MAX_I_LTR_Pao	222.8190548
_MAX_I_LTR_Pao	229.1403841
_MAX_I_LTR_Pao	463.9595653
_MAX_I_LTR_Pao	283.8858984
_MAX_I_LTR_Pao	478.2402072
_MAX_I_LTR_Pao	178.8036391
_MAX_I_LTR_Pao	415.4941875
_MAX_I_LTR_Pao	215.3594895
_MAX_I_LTR_Pao	369.131539
_MDG1_I_LTR_Gypsy	7.893117041
_MDG1_I_LTR_Gypsy	26.87037599
_MDG1_I_LTR_Gypsy	208.6602486
_MDG1_I_LTR_Gypsy	274.7803214
_MDG1_I_LTR_Gypsy	326.1147665
_MDG1_I_LTR_Gypsy	37.83793208
_MDG1_I_LTR_Gypsy	148.0958156
_MDG1_I_LTR_Gypsy	40.68859915
_MDG1_I_LTR_Gypsy	150.8370224
_MDG1_I_LTR_Gypsy	35.77167981
_MDG1_I_LTR_Gypsy	78.73226198
_MDG1_I_LTR_Gypsy	35.64053972
_MDG1_I_LTR_Gypsy	74.71103699
_MDG3_I_LTR_Gypsy	0.049939832
_MDG3_I_LTR_Gypsy	0.09947854
_MDG3_I_LTR_Gypsy	89.77456879
_MDG3_I_LTR_Gypsy	129.346771
_MDG3_I_LTR_Gypsy	198.2603289
_MDG3_I_LTR_Gypsy	30.60409146
_MDG3_I_LTR_Gypsy	38.80645808
_MDG3_I_LTR_Gypsy	30.85058163
_MDG3_I_LTR_Gypsy	38.22422784
_MDG3_I_LTR_Gypsy	35.4723225
_MDG3_I_LTR_Gypsy	60.5683915
_MDG3_I_LTR_Gypsy	17.57862014
_MDG3_I_LTR_Gypsy	48.97713598
_NOMAD_I_LTR_Gypsy	1.578362751
_NOMAD_I_LTR_Gypsy	1.858490566
_NOMAD_I_LTR_Gypsy	168.8122337
_NOMAD_I_LTR_Gypsy	219.4677419
_NOMAD_I_LTR_Gypsy	347.6262934
_NOMAD_I_LTR_Gypsy	81.85529519
_NOMAD_I_LTR_Gypsy	169.1480523
_NOMAD_I_LTR_Gypsy	99.77556299
_NOMAD_I_LTR_Gypsy	180.6676811
_NOMAD_I_LTR_Gypsy	39.22611077
_NOMAD_I_LTR_Gypsy	63.33186245
_NOMAD_I_LTR_Gypsy	69.34266586
_NOMAD_I_LTR_Gypsy	96.67787584
_POGO_DNA_TcMar-Pogo	0
_POGO_DNA_TcMar-Pogo	0
_POGO_DNA_TcMar-Pogo	103.1277699
_POGO_DNA_TcMar-Pogo	130.1098538
_POGO_DNA_TcMar-Pogo	133.5780292
_POGO_DNA_TcMar-Pogo	0
_POGO_DNA_TcMar-Pogo	0
_POGO_DNA_TcMar-Pogo	0.175860443
_POGO_DNA_TcMar-Pogo	0.372465818
_POGO_DNA_TcMar-Pogo	0
_POGO_DNA_TcMar-Pogo	0.725601132
_POGO_DNA_TcMar-Pogo	0.398396983
_POGO_DNA_TcMar-Pogo	0.202263083
_QUASIMODO2-I_DM_LTR_Gypsy	0.716909091
_QUASIMODO2-I_DM_LTR_Gypsy	1.403818182
_QUASIMODO2-I_DM_LTR_Gypsy	52.98836364
_QUASIMODO2-I_DM_LTR_Gypsy	89.55
_QUASIMODO2-I_DM_LTR_Gypsy	124.2807273
_QUASIMODO2-I_DM_LTR_Gypsy	59.77872727
_QUASIMODO2-I_DM_LTR_Gypsy	109.5358182
_QUASIMODO2-I_DM_LTR_Gypsy	69.71363636
_QUASIMODO2-I_DM_LTR_Gypsy	132.1234545
_QUASIMODO2-I_DM_LTR_Gypsy	131.1914545
_QUASIMODO2-I_DM_LTR_Gypsy	144.01
_QUASIMODO2-I_DM_LTR_Gypsy	90.96654545
_QUASIMODO2-I_DM_LTR_Gypsy	145.4747273
_QUASIMODO_I_LTR_Gypsy	184.0640264
_QUASIMODO_I_LTR_Gypsy	433.7448845
_QUASIMODO_I_LTR_Gypsy	185.5028053
_QUASIMODO_I_LTR_Gypsy	248.270132
_QUASIMODO_I_LTR_Gypsy	414.4249175
_QUASIMODO_I_LTR_Gypsy	0.501485149
_QUASIMODO_I_LTR_Gypsy	1.306930693
_QUASIMODO_I_LTR_Gypsy	0.744884488
_QUASIMODO_I_LTR_Gypsy	1.13630363
_QUASIMODO_I_LTR_Gypsy	1.356270627
_QUASIMODO_I_LTR_Gypsy	3.778217822
_QUASIMODO_I_LTR_Gypsy	1.036138614
_QUASIMODO_I_LTR_Gypsy	1.319966997
_R1_DSe_Non-LTR_retrotransposon_R1	131.6660513
_R1_DSe_Non-LTR_retrotransposon_R1	80.13845302
_R1_DSe_Non-LTR_retrotransposon_R1	388.6187927
_R1_DSe_Non-LTR_retrotransposon_R1	516.6422374
_R1_DSe_Non-LTR_retrotransposon_R1	351.0810412
_R1_DSe_Non-LTR_retrotransposon_R1	776.9353886
_R1_DSe_Non-LTR_retrotransposon_R1	995.9549566
_R1_DSe_Non-LTR_retrotransposon_R1	1295.415174
_R1_DSe_Non-LTR_retrotransposon_R1	881.1574672
_R1_DSe_Non-LTR_retrotransposon_R1	66.7937973
_R1_DSe_Non-LTR_retrotransposon_R1	39.86247
_R1_DSe_Non-LTR_retrotransposon_R1	43.86542367
_R1_DSe_Non-LTR_retrotransposon_R1	26.12793059
_R1_DSi_Non-LTR_retrotransposon_R1	182.4703717
_R1_DSi_Non-LTR_retrotransposon_R1	117.4705558
_R1_DSi_Non-LTR_retrotransposon_R1	1016.722304
_R1_DSi_Non-LTR_retrotransposon_R1	1359.316894
_R1_DSi_Non-LTR_retrotransposon_R1	911.0774752
_R1_DSi_Non-LTR_retrotransposon_R1	219.0108576
_R1_DSi_Non-LTR_retrotransposon_R1	236.4598822
_R1_DSi_Non-LTR_retrotransposon_R1	273.0075451
_R1_DSi_Non-LTR_retrotransposon_R1	209.8894001
_R1_DSi_Non-LTR_retrotransposon_R1	415.1190651
_R1_DSi_Non-LTR_retrotransposon_R1	192.0892529
_R1_DSi_Non-LTR_retrotransposon_R1	216.2348178
_R1_DSi_Non-LTR_retrotransposon_R1	129.7473316
_R2_DM_Non-LTR_retrotransposon_R2	0.14527308
_R2_DM_Non-LTR_retrotransposon_R2	0.173274189
_R2_DM_Non-LTR_retrotransposon_R2	232.025506
_R2_DM_Non-LTR_retrotransposon_R2	339.8186859
_R2_DM_Non-LTR_retrotransposon_R2	267.1327973
_R2_DM_Non-LTR_retrotransposon_R2	31.24757416
_R2_DM_Non-LTR_retrotransposon_R2	40.04241752
_R2_DM_Non-LTR_retrotransposon_R2	34.68256169
_R2_DM_Non-LTR_retrotransposon_R2	37.46354311
_R2_DM_Non-LTR_retrotransposon_R2	18.92154145
_R2_DM_Non-LTR_retrotransposon_R2	15.20072082
_R2_DM_Non-LTR_retrotransposon_R2	12.34571666
_R2_DM_Non-LTR_retrotransposon_R2	13.37454949
_R2_DSi_Non-LTR_retrotransposon_R2	0.013861935
_R2_DSi_Non-LTR_retrotransposon_R2	0
_R2_DSi_Non-LTR_retrotransposon_R2	7.053784308
_R2_DSi_Non-LTR_retrotransposon_R2	7.518990851
_R2_DSi_Non-LTR_retrotransposon_R2	6.595508733
_R2_DSi_Non-LTR_retrotransposon_R2	259.7360688
_R2_DSi_Non-LTR_retrotransposon_R2	283.7130579
_R2_DSi_Non-LTR_retrotransposon_R2	342.2714167
_R2_DSi_Non-LTR_retrotransposon_R2	245.197394
_R2_DSi_Non-LTR_retrotransposon_R2	637.6686998
_R2_DSi_Non-LTR_retrotransposon_R2	191.055725
_R2_DSi_Non-LTR_retrotransposon_R2	303.2245633
_R2_DSi_Non-LTR_retrotransposon_R2	177.4543942
_ROO_I_LTR_Pao	50.16763566
_ROO_I_LTR_Pao	55.36700581
_ROO_I_LTR_Pao	978.8449612
_ROO_I_LTR_Pao	1133.889777
_ROO_I_LTR_Pao	1205.961604
_ROO_I_LTR_Pao	124.3479893
_ROO_I_LTR_Pao	136.5188953
_ROO_I_LTR_Pao	146.3162548
_ROO_I_LTR_Pao	147.9448886
_ROO_I_LTR_Pao	345.6539486
_ROO_I_LTR_Pao	255.0179264
_ROO_I_LTR_Pao	350.970688
_ROO_I_LTR_Pao	317.691376
_ROVER-I_DM_LTR_Gypsy	7.837636695
_ROVER-I_DM_LTR_Gypsy	17.36603888
_ROVER-I_DM_LTR_Gypsy	80.30072904
_ROVER-I_DM_LTR_Gypsy	125.9424362
_ROVER-I_DM_LTR_Gypsy	137.7185601
_ROVER-I_DM_LTR_Gypsy	5.165856622
_ROVER-I_DM_LTR_Gypsy	15.10206561
_ROVER-I_DM_LTR_Gypsy	6.342041312
_ROVER-I_DM_LTR_Gypsy	14.92876671
_ROVER-I_DM_LTR_Gypsy	9.310145808
_ROVER-I_DM_LTR_Gypsy	15.80300729
_ROVER-I_DM_LTR_Gypsy	5.213699878
_ROVER-I_DM_LTR_Gypsy	11.19106926
_STALKER4_I_LTR_Gypsy	24.30781011
_STALKER4_I_LTR_Gypsy	37.27963247
_STALKER4_I_LTR_Gypsy	377.0537519
_STALKER4_I_LTR_Gypsy	500.68683
_STALKER4_I_LTR_Gypsy	592.9529862
_STALKER4_I_LTR_Gypsy	66.41929556
_STALKER4_I_LTR_Gypsy	94.95712098
_STALKER4_I_LTR_Gypsy	71.62679939
_STALKER4_I_LTR_Gypsy	89.71638591
_STALKER4_I_LTR_Gypsy	38.36569678
_STALKER4_I_LTR_Gypsy	102.092343
_STALKER4_I_LTR_Gypsy	45.51776417
_STALKER4_I_LTR_Gypsy	98.29586524
_TABOR_I_LTR_Gypsy	1.829387626
_TABOR_I_LTR_Gypsy	2.490688131
_TABOR_I_LTR_Gypsy	54.20849116
_TABOR_I_LTR_Gypsy	81.34185606
_TABOR_I_LTR_Gypsy	111.0344066
_TABOR_I_LTR_Gypsy	68.65104167
_TABOR_I_LTR_Gypsy	86.49905303
_TABOR_I_LTR_Gypsy	75.42613636
_TABOR_I_LTR_Gypsy	84.17250631
_TABOR_I_LTR_Gypsy	43.24652778
_TABOR_I_LTR_Gypsy	70.0072601
_TABOR_I_LTR_Gypsy	55.68813131
_TABOR_I_LTR_Gypsy	61.96843434
_TAHRE_Non-LTR_retrotransposon_Jockey	0.131511039
_TAHRE_Non-LTR_retrotransposon_Jockey	0.243142502
_TAHRE_Non-LTR_retrotransposon_Jockey	32.53321227
_TAHRE_Non-LTR_retrotransposon_Jockey	58.48007264
_TAHRE_Non-LTR_retrotransposon_Jockey	64.18082768
_TAHRE_Non-LTR_retrotransposon_Jockey	22.06403517
_TAHRE_Non-LTR_retrotransposon_Jockey	35.04740514
_TAHRE_Non-LTR_retrotransposon_Jockey	24.08878907
_TAHRE_Non-LTR_retrotransposon_Jockey	30.67953742
_TAHRE_Non-LTR_retrotransposon_Jockey	12.94341967
_TAHRE_Non-LTR_retrotransposon_Jockey	22.40323043
_TAHRE_Non-LTR_retrotransposon_Jockey	11.63910924
_TAHRE_Non-LTR_retrotransposon_Jockey	20.671987
_TART-A_Non-LTR_retrotransposon_Jockey	2.189072933
_TART-A_Non-LTR_retrotransposon_Jockey	2.627182845
_TART-A_Non-LTR_retrotransposon_Jockey	7.203518233
_TART-A_Non-LTR_retrotransposon_Jockey	33.08397535
_TART-A_Non-LTR_retrotransposon_Jockey	122.5387776
_TART-A_Non-LTR_retrotransposon_Jockey	9.58846944
_TART-A_Non-LTR_retrotransposon_Jockey	22.63668464
_TART-A_Non-LTR_retrotransposon_Jockey	9.188880329
_TART-A_Non-LTR_retrotransposon_Jockey	17.35163071
_TART-A_Non-LTR_retrotransposon_Jockey	2.914034412
_TART-A_Non-LTR_retrotransposon_Jockey	10.52028762
_TART-A_Non-LTR_retrotransposon_Jockey	3.477978942
_TART-A_Non-LTR_retrotransposon_Jockey	16.24203903
_TART_B1_Non-LTR_retrotransposon_Jockey	0.908860522
_TART_B1_Non-LTR_retrotransposon_Jockey	1.171766473
_TART_B1_Non-LTR_retrotransposon_Jockey	0.822226394
_TART_B1_Non-LTR_retrotransposon_Jockey	0.475502159
_TART_B1_Non-LTR_retrotransposon_Jockey	32.98967524
_TART_B1_Non-LTR_retrotransposon_Jockey	5.893654965
_TART_B1_Non-LTR_retrotransposon_Jockey	11.6916651
_TART_B1_Non-LTR_retrotransposon_Jockey	5.418246668
_TART_B1_Non-LTR_retrotransposon_Jockey	10.51905388
_TART_B1_Non-LTR_retrotransposon_Jockey	1.447531444
_TART_B1_Non-LTR_retrotransposon_Jockey	2.560165196
_TART_B1_Non-LTR_retrotransposon_Jockey	7.669419936
_TART_B1_Non-LTR_retrotransposon_Jockey	12.96330017
_TIRANT_I_LTR_Gypsy	0.204108164
_TIRANT_I_LTR_Gypsy	6.857384295
_TIRANT_I_LTR_Gypsy	86.35556422
_TIRANT_I_LTR_Gypsy	154.9781591
_TIRANT_I_LTR_Gypsy	155.600104
_TIRANT_I_LTR_Gypsy	49.58775351
_TIRANT_I_LTR_Gypsy	73.96086843
_TIRANT_I_LTR_Gypsy	59.96697868
_TIRANT_I_LTR_Gypsy	82.36297452
_TIRANT_I_LTR_Gypsy	16.70618825
_TIRANT_I_LTR_Gypsy	22.64105564
_TIRANT_I_LTR_Gypsy	16.22685907
_TIRANT_I_LTR_Gypsy	18.86401456
_TOM_I_LTR_Gypsy	2.717277487
_TOM_I_LTR_Gypsy	3.388579843
_TOM_I_LTR_Gypsy	2.587859948
_TOM_I_LTR_Gypsy	5.062336387
_TOM_I_LTR_Gypsy	6.485111257
_TOM_I_LTR_Gypsy	5.403304974
_TOM_I_LTR_Gypsy	11.91606675
_TOM_I_LTR_Gypsy	5.867801047
_TOM_I_LTR_Gypsy	10.99509162
_TOM_I_LTR_Gypsy	2.526505236
_TOM_I_LTR_Gypsy	7.225948953
_TOM_I_LTR_Gypsy	2.75507199
_TOM_I_LTR_Gypsy	4.29335733
_ZAM_I_LTR_Gypsy	18.88851802
_ZAM_I_LTR_Gypsy	24.52750334
_ZAM_I_LTR_Gypsy	20.9682243
_ZAM_I_LTR_Gypsy	35.14979973
_ZAM_I_LTR_Gypsy	49.12149533
_ZAM_I_LTR_Gypsy	33.22576769
_ZAM_I_LTR_Gypsy	75.32523364
_ZAM_I_LTR_Gypsy	39.6740988
_ZAM_I_LTR_Gypsy	92.02723632
_ZAM_I_LTR_Gypsy	15.32563418
_ZAM_I_LTR_Gypsy	13.83911883
_ZAM_I_LTR_Gypsy	17.43805073
_ZAM_I_LTR_Gypsy	11.83257677
